date,price,dix,gex
4/9/2013,1568.609985,0.410513299,1604924734
4/10/2013,1587.72998,0.402280746,2294226793
4/11/2013,1593.369995,0.390854995,2329480018
4/12/2013,1588.849976,0.406331973,1925042270
4/15/2013,1552.359985,0.406749219,902992199.6
4/16/2013,1574.569946,0.411591273,1566200614
4/17/2013,1552.01001,0.407342837,777019262.5
4/18/2013,1541.609985,0.415606575,503583947.9
4/19/2013,1555.25,0.408835466,750723711
4/22/2013,1562.5,0.396855827,947228816.5
4/23/2013,1578.780029,0.400387153,1386724474
4/24/2013,1578.790039,0.382758186,1466741214
4/25/2013,1585.160034,0.386076715,1681493449
4/26/2013,1582.23999,0.373328429,1502013028
4/29/2013,1593.609985,0.380110962,1856562178
4/30/2013,1597.569946,0.384629535,2135090389
5/1/2013,1582.699951,0.380459329,1687783146
5/2/2013,1597.589966,0.399661397,2289253436
5/3/2013,1614.420044,0.382530763,2453689953
5/6/2013,1617.5,0.402811688,2756639152
5/7/2013,1625.959961,0.398131858,2910772777
5/8/2013,1632.689941,0.395805549,3211023041
5/9/2013,1626.670044,0.408071215,2563892777
5/10/2013,1633.699951,0.406451395,2620733449
5/13/2013,1633.77002,0.406053616,2748305811
5/14/2013,1650.339966,0.383586226,2879428730
5/15/2013,1658.780029,0.368617405,2736143054
5/16/2013,1650.469971,0.397763258,2746670894
5/17/2013,1667.469971,0.395275729,3970036804
5/20/2013,1666.290039,0.39390887,2137041043
5/21/2013,1669.160034,0.388424331,2116746522
5/22/2013,1655.349976,0.408875833,1806341653
5/23/2013,1650.51001,0.411155456,1666748853
5/24/2013,1649.599976,0.418170317,1749411797
5/28/2013,1660.060059,0.405660355,1954441083
5/29/2013,1648.359985,0.420451691,1736273532
5/30/2013,1654.410034,0.426907294,2045155899
5/31/2013,1630.73999,0.422519147,1419013389
6/3/2013,1640.420044,0.41265714,1647953791
6/4/2013,1631.380005,0.439063213,1487625373
6/5/2013,1608.900024,0.433239313,893997563
6/6/2013,1622.560059,0.42861058,1055721641
6/7/2013,1643.380005,0.417191493,1726009306
6/10/2013,1642.810059,0.417005677,1692453823
6/11/2013,1626.130005,0.422938307,1203284654
6/12/2013,1612.52002,0.429577889,707890185.4
6/13/2013,1636.359985,0.42316032,1477448651
6/14/2013,1626.72998,0.431183512,1155781374
6/17/2013,1639.040039,0.395961526,1574185595
6/18/2013,1651.810059,0.422241156,1947783870
6/19/2013,1628.930054,0.454881305,1138762909
6/20/2013,1588.189941,0.468162029,-279175960
6/21/2013,1592.430054,0.440914232,-54882471.22
6/24/2013,1573.089966,0.389948627,76233882.1
6/25/2013,1588.030029,0.404326808,389026318.5
6/26/2013,1603.26001,0.41748937,687597620.7
6/27/2013,1613.199951,0.422762284,899620819
6/28/2013,1606.280029,0.398370106,811382195
7/1/2013,1614.959961,0.398038719,1155132966
7/2/2013,1614.079956,0.426264202,1284225673
7/3/2013,1615.410034,0.388393621,1354734716
7/5/2013,1631.890015,0.422657369,1485672074
7/8/2013,1640.459961,0.411377503,1653232959
7/9/2013,1652.319946,0.399287486,2140508423
7/10/2013,1652.619995,0.422498517,2121698645
7/11/2013,1675.02002,0.400344708,2988606969
7/12/2013,1680.189941,0.406724665,2598071655
7/15/2013,1682.5,0.389100498,2713007549
7/16/2013,1676.26001,0.392956597,2634835611
7/17/2013,1680.910034,0.405943391,2787976285
7/18/2013,1689.369995,0.395381324,3046790412
7/19/2013,1692.089966,0.408125996,2857092845
7/22/2013,1695.530029,0.402270073,1920383728
7/23/2013,1692.390015,0.383448387,1832454312
7/24/2013,1685.939941,0.405334802,2046120906
7/25/2013,1690.25,0.389338675,2170527191
7/26/2013,1691.650024,0.408254244,2149890288
7/29/2013,1685.329956,0.414334412,2130309225
7/30/2013,1685.959961,0.400847462,2240419715
7/31/2013,1685.72998,0.401066697,2152088714
8/1/2013,1706.869995,0.396481434,2960832856
8/2/2013,1709.670044,0.406785315,2776034068
8/5/2013,1707.140015,0.421547922,2846494849
8/6/2013,1697.369995,0.421423546,2631509966
8/7/2013,1690.910034,0.417691669,2346350690
8/8/2013,1697.47998,0.405643463,2245622631
8/9/2013,1691.420044,0.412346719,2136793038
8/12/2013,1689.469971,0.413041699,2401742438
